Customer_ID,Customer_Name,Age,Gender,Annual_Income,Country,Purchase_Frequency,Loyalty_Status,Total_Spend,Customer_Satisfaction_Score
1978,Eve,52,Non-Binary,55673.7832456802,Japan,65,Bronze,27727.982833519443,1.4414278535858558
1979,Charlie,50,Male,81802.5010071008,UK,98,Silver,,8.875548663535039
1980,Eve,50,Female,42541.682882433066,USA,58,Silver,5505.003434926723,8.757762501778991
1981,Charlie,61,Female,92578.91252941343,Australia,21,Silver,58980.481505840995,3.183645211493173
1982,David,44,Non-Binary,48576.046613709696,India,42,Gold,38742.278650962915,8.308642856256489
1983,Bob,36,Male,46475.08323440392,USA,27,Gold,5686.990740565913,9.828399676138428
1984,Charlie,35,Male,54042.73488651798,Germany,78,Gold,69850.43902533216,1.3801922802352353
1985,Bob,70,Male,140932.9147588728,USA,88,Silver,59892.957443126106,9.55626143176022
1986,Charlie,49,Female,65993.70535913785,Japan,27,Silver,79679.00050108855,8.227600329635656
1987,Alice,66,Female,47534.11693466957,Australia,76,Bronze,59797.469416110456,1.2409361547483275
1988,David,54,Non-Binary,109751.49922645494,UK,66,Silver,91235.39593906552,5.700551230868694
1989,Charlie,65,Non-Binary,73201.38171099246,Germany,6,Silver,29254.816800175915,3.9073087518682668
1990,Eve,25,Non-Binary,,USA,42,Silver,49784.669177861935,1.7316402669523792
1991,Charlie,73,Male,,UK,52,Bronze,49048.67983730383,4.64204128988666
1992,Bob,45,Non-Binary,129041.12294286086,Australia,63,Silver,97211.48609805328,2.1281898796091308
1993,Alice,61,Female,118746.97573860559,Japan,90,Bronze,9106.117917531928,6.682204471492591
1994,Bob,45,Male,111805.95168915534,Australia,25,Bronze,95462.79192158047,9.221453605684172
1995,Eve,68,Non-Binary,53629.14777362314,Japan,66,Gold,82205.23634308815,8.182364047579224
1996,Bob,21,Male,127915.90551164826,India,90,Bronze,55682.0397280919,8.896760746285771
1997,Eve,23,Male,32562.907031068215,UK,58,Bronze,97138.99083882861,9.637958280323069
1998,Bob,32,Female,127027.90522931344,Australia,2,Gold,12546.729870483343,6.5719627293075025
1999,Charlie,30,Male,63631.88062779616,Germany,83,Silver,,6.858796562482591
2000,David,46,Non-Binary,132910.8326662344,Japan,57,Gold,18497.234391923943,7.856191092456129
2001,Alice,54,Female,125928.20553228146,USA,44,Gold,30058.773484276277,3.926010532543201
2002,Alice,44,Female,61859.397200243024,India,16,Silver,88520.23422330197,5.406720287418532
2003,David,25,Female,42839.511990479936,Australia,43,Gold,55877.480154996,7.644590397050233
2004,Charlie,58,Male,79228.03395766308,India,53,Gold,88545.18995379786,9.388916210893868
2005,Bob,76,Male,,Australia,63,Gold,87497.67284463867,8.276030795231884
2006,Charlie,78,Non-Binary,81755.4725405215,India,87,Gold,709.9149872347016,2.780322924763297
2007,Bob,18,Female,34558.60413982951,UK,28,Silver,13002.698232932844,5.501394053687272
2008,Charlie,42,Non-Binary,147126.85021226882,UK,44,Gold,57914.818219685934,9.32681055285713
2009,David,52,Male,37216.54205675748,India,61,Silver,50443.52897506715,6.2031469799383485
2010,Bob,33,Female,75313.4389086765,Japan,81,Bronze,74351.26912217394,5.149827438812515
2011,Charlie,71,Female,130416.76457368745,Germany,78,Bronze,43518.97383227796,5.246364357597784
2012,Charlie,51,Male,36241.191283088316,UK,39,Bronze,164812.90860975123,7.397308119115376
2013,Bob,57,Non-Binary,47138.736678665126,Japan,64,Bronze,62970.64976487065,9.218626786821119
2014,Alice,22,Male,63992.9491982262,Australia,96,Gold,40817.33815176603,4.348825644732196
2015,Charlie,43,Non-Binary,59991.94033244843,India,12,Bronze,63816.29561774012,2.5985088016285687
2016,Eve,68,Male,,Japan,48,Gold,99049.94250237654,9.220989605153079
2017,David,73,Male,58686.77806347242,UK,94,Bronze,38869.96146825468,2.3188783973374445
2018,Charlie,75,Non-Binary,143028.4885774186,Australia,59,Gold,27023.82188458293,4.6343692454799275
2019,Eve,66,Male,121822.49051452758,USA,51,Bronze,5915.637500540721,4.294604161158073
2020,Eve,76,Non-Binary,75281.22117193388,India,55,Silver,43447.912364341806,5.854617505501224
2021,Alice,54,Non-Binary,60547.75155561274,Germany,65,Gold,4568.807635830562,3.1641235343516803
2022,Bob,34,Female,48535.00160606217,Australia,12,Bronze,97131.54871078915,8.521709479938746
2023,Alice,34,Non-Binary,122849.84042901859,USA,11,Silver,37279.04114669012,7.033282473824853
2024,Alice,45,Male,21539.62251215775,Australia,42,Gold,1224.3476874997068,6.591122142487645
2025,Charlie,25,Male,144878.54575479415,Australia,53,Gold,68419.22054170987,4.483198015726968
2026,Eve,35,Male,138755.67375489252,India,46,Bronze,33810.10269100219,8.678576002955715
2027,Alice,52,Non-Binary,52218.29955807188,Germany,10,Bronze,84882.84554784132,3.7037877187052404
2028,Charlie,20,Male,102902.71622922005,India,32,Bronze,77094.36783720735,8.935083003635675
2029,Eve,78,Female,58890.84725785468,Germany,94,Silver,93747.736963418,2.264087185976497
2030,Bob,52,Female,125374.95683977529,India,44,Bronze,,7.972320238536439
2031,Alice,45,Male,98703.26441566471,India,4,Bronze,80868.95473801641,9.455373150099938
2032,Charlie,77,Male,41863.03502307502,India,42,Silver,11015.478369279535,3.5536547981314532
2033,Charlie,50,Non-Binary,137736.0047580314,Germany,72,Gold,18939.394098102217,5.36405367941895
2034,David,31,Male,59260.324669732494,India,71,Bronze,70385.40460155517,5.734752003821075
2035,Charlie,67,Non-Binary,,Japan,98,Gold,64196.61769211627,5.825097686018595
2036,David,73,Female,113006.69064007164,Australia,73,Silver,84572.81211772267,4.713027806200035
2037,David,65,Male,71303.1770597995,UK,60,Gold,18437.97264598415,8.601375011840485
2038,David,23,Male,104060.03153357505,Japan,44,Bronze,99261.01420262747,1.7828779957020084
2039,Bob,30,Male,131308.60903903953,India,24,Bronze,29088.957214382466,5.203966101338741
2040,Bob,56,Female,101912.3444666532,Japan,39,Bronze,55990.2198985133,3.415001478926496
2041,Charlie,39,Female,24602.085924814426,USA,97,Gold,85891.8646596568,5.1765691305922985
2042,Alice,42,Male,100642.19789782629,Germany,70,Bronze,68698.94731916407,3.5345947506931616
2043,Eve,43,Male,28783.874314102577,Australia,58,Bronze,43741.94527755082,2.1893831984244354
2044,David,28,Male,35757.16960635545,Australia,6,Gold,44287.17409273692,6.868501153893416
2045,Charlie,67,Non-Binary,143452.10059876577,USA,68,Silver,4180.000440486019,6.054449724475556
2046,David,43,Non-Binary,52924.632386235775,Australia,54,Bronze,61445.338854083515,9.871518983415635
2047,Alice,50,Male,119805.57710457704,Germany,94,Bronze,29559.31695758596,1.6349199805074264
2048,Bob,55,Non-Binary,73599.73163630444,Australia,27,Gold,6780.764366847975,7.177943351219287
2049,Eve,18,Male,76719.85191504448,Australia,34,Silver,48588.967064350734,2.0654580783974565
2050,Eve,56,Female,38500.3229014696,Japan,41,Silver,54837.731302156,1.5201994150768958
2051,David,79,Female,45507.40645171719,UK,62,Bronze,83170.0680062765,3.0260238917493854
2052,Bob,56,Non-Binary,93600.3931886551,India,17,Bronze,69549.60020548438,3.146032362058641
2053,David,55,Non-Binary,118757.65976238025,India,74,Silver,94739.97487532593,4.096743896312519
2054,David,29,Non-Binary,99296.73233654429,UK,34,Bronze,55492.28432434777,3.8677990352551705
2055,Bob,27,Female,130070.42522824477,Australia,97,Bronze,82084.93338060286,1.6048608109862728
2056,David,42,Male,81983.62128093286,USA,7,Silver,12587.503733943335,3.677942818004967
2057,Charlie,76,Non-Binary,131233.19966182197,Germany,63,Silver,84482.75878839384,6.544293709094203
2058,Alice,34,Female,94693.54681191381,India,57,Bronze,43082.778413206484,2.880667590975398
2059,Eve,26,Non-Binary,114552.76428476346,Germany,52,Bronze,88671.72748496219,8.274371035905569
2060,Alice,63,Male,125158.60978242474,Germany,70,Gold,72545.28678778779,1.7378715744547533
2061,Charlie,54,Male,118798.1136917455,UK,22,Silver,56096.70059137843,2.609837409059
2062,David,46,Female,149794.38395539625,Germany,22,Gold,99086.8712532927,6.080611657064345
2063,Charlie,33,Male,66896.10826380507,Australia,42,Gold,84477.40824204551,3.865640760828093
2064,Charlie,33,Female,42106.00342122154,UK,95,Silver,7727.787989466398,6.357592494831537
2065,Charlie,59,Female,92572.63650471982,Japan,7,Silver,42622.29530384444,5.604121891211703
2066,David,21,Non-Binary,27534.78431877219,Australia,14,Gold,98254.02797664615,6.261895087692832
2067,Alice,66,Female,93416.10305318871,India,47,Gold,308098.1196603803,5.8239645769945385
2068,David,76,Non-Binary,25815.314776679075,India,50,Bronze,55630.35536264898,7.472878715409811
2069,Eve,32,Female,28574.252148719643,Australia,74,Gold,30601.165377443893,4.341985032399059
2070,Eve,20,Male,83304.88953430281,Japan,43,Bronze,54414.66317084273,7.599064083721103
2071,Eve,78,Male,71408.58283596631,Germany,52,Silver,40580.38031900773,9.16488077087848
2072,Bob,48,Male,33520.11557275861,Japan,55,Gold,12742.222606044326,3.8890447156934624
2073,Charlie,65,Non-Binary,135797.51939166355,UK,35,Bronze,80325.52922161798,2.62742264015284
2074,David,23,Male,44256.299767413104,Germany,11,Bronze,22229.241755408173,1.226026843004644
2075,Eve,51,Male,32976.24684857024,Germany,11,Bronze,95980.11637211149,9.181099467791181
2076,Alice,75,Female,79382.70027246143,UK,70,Gold,43709.236679517766,9.89629064300111
2077,Eve,60,Non-Binary,66324.9060523915,India,51,Gold,4026.415790234339,9.133614086677433
2078,Eve,43,Non-Binary,99236.20371329699,USA,89,Silver,38452.51409265669,9.165873825153454
2079,Alice,76,Female,23008.451261995382,Germany,62,Gold,91699.2776315277,4.353834008080124
2080,Alice,79,Non-Binary,111446.03523683356,Germany,17,Bronze,43291.56594640747,6.402873525044068
2081,David,76,Male,121281.74904355704,UK,31,Gold,36635.919062491266,8.068786064753414
2082,Alice,27,Female,,Germany,42,Gold,18110.94610712568,1.840808834286405
2083,Charlie,66,Non-Binary,149949.45442371658,USA,60,Gold,76472.25403610556,9.44222129716753
2084,Alice,54,Female,,UK,92,Silver,81304.75461339178,3.316235397240053
2085,Charlie,79,Female,28632.680949796297,Japan,38,Silver,,4.803382163081173
2086,Bob,73,Female,104026.39733485693,India,95,Bronze,93078.83789883103,1.9676428860298114
2087,David,22,Female,66790.90224809785,Germany,34,Gold,68136.17715897225,3.6637396477788213
2088,Eve,47,Non-Binary,99713.92688746953,Germany,20,Gold,64486.47421858118,8.87843320839708
2089,Charlie,41,Male,148052.94798259306,Germany,27,Silver,48383.58580729789,7.759674784251964
2090,Alice,30,Female,46934.38135093132,USA,43,Gold,83226.04166134285,4.097617748641184
2091,David,32,Non-Binary,20671.59529790039,Australia,79,Silver,65550.7761953426,9.441872347953117
2092,Bob,71,Non-Binary,106421.85229051845,USA,24,Silver,21919.532515791067,7.147505831288089
2093,Alice,52,Non-Binary,140017.3168433148,USA,56,Bronze,63929.64306220035,7.189098648152792
2094,Alice,51,Female,86996.85621253787,Germany,12,Gold,1628.4742989502345,2.6284524536432143
2095,David,64,Non-Binary,114205.5111978939,India,4,Gold,6748.276176273627,8.120394622573214
2096,Eve,39,Male,,Australia,24,Silver,70360.05759991884,6.258090158217276
2097,Charlie,50,Non-Binary,39896.32335549809,Australia,32,Silver,27844.73869867086,3.4423404445929924
2098,Charlie,24,Male,52456.37019975107,UK,86,Gold,21873.511335364252,4.123947243783361
2099,Eve,62,Female,59836.76174717581,Japan,56,Gold,84848.17848803967,2.0510049982124356
2100,Charlie,23,Male,71180.91571064328,Germany,91,Silver,55177.59791161687,7.6732652311920715
2101,David,54,Non-Binary,28644.654920188506,Australia,24,Bronze,79392.36398637935,7.692786375951071
2102,David,32,Male,82691.29304876375,USA,79,Silver,4525.981875442651,5.281251497447013
2103,Alice,76,Male,120609.46044485184,India,93,Gold,3655.1472774287936,3.5353643563665096
2104,Eve,24,Non-Binary,32814.44538288532,India,64,Gold,98549.48244639125,2.410563081295287
2105,David,33,Male,122249.0466466655,India,7,Silver,31831.92839164939,6.309558694986866
2106,Bob,77,Female,30463.773663931228,Australia,63,Bronze,84130.0040032903,7.42730088276975
2107,Charlie,69,Female,68488.34857256716,UK,99,Bronze,,1.5618861398147725
2108,David,54,Female,69543.17994664487,Japan,20,Bronze,,1.0616685119022014
2109,Bob,45,Male,83132.88908001102,Japan,26,Silver,29073.45682425502,7.862740471009661
2110,David,77,Female,92762.09096947666,USA,3,Silver,96911.3249991957,3.3919536396094956
2111,David,29,Non-Binary,58482.20522479498,UK,53,Bronze,73397.67523925035,7.147092788549261
2112,Eve,38,Non-Binary,121817.52807029735,UK,99,Bronze,75792.35052936306,2.2014418805927387
2113,Alice,40,Male,143427.96077045458,Australia,36,Silver,68528.87836879877,2.967003503898185
2114,Bob,26,Non-Binary,126080.99729464608,Japan,14,Bronze,18182.48416836528,8.397886468944016
2115,David,34,Male,100194.37876823793,Germany,71,Gold,53294.76680019269,4.938471579841028
2116,David,73,Male,27769.14319984141,Japan,20,Gold,91297.90207404079,9.63565923872571
2117,Eve,59,Non-Binary,,USA,91,Gold,49728.380732355356,2.669716884818343
2118,David,75,Female,83573.35144661355,Australia,88,Bronze,53661.50852297021,9.104627142074682
2119,Bob,58,Female,70550.41788072317,India,28,Silver,35578.35183278562,4.247635053779479
2120,David,77,Female,84069.22481060144,India,99,Bronze,87759.68709661264,5.427040024206781
2121,David,45,Non-Binary,50862.44058891476,Japan,46,Silver,60564.62666845143,8.540199930689788
2122,Alice,57,Male,147846.56583450793,Germany,16,Gold,71066.71441660888,9.4838478817036
2123,Eve,33,Male,32284.18958315313,Australia,55,Silver,,3.051169810684529
2124,David,26,Male,122156.87693514315,Australia,8,Gold,6052.97068068073,4.056372585306842
2125,David,56,Male,130329.64461221547,India,64,Gold,24160.831382512293,1.8878614592171314
2126,Bob,74,Male,66245.17853858686,USA,78,Bronze,37685.509255548954,5.17743156500968
2127,Bob,41,Non-Binary,40885.584615134605,USA,59,Gold,14400.840510665132,4.511191227882987
2128,Charlie,27,Non-Binary,110782.65477806104,Japan,87,Bronze,95319.95157986354,2.3789891873994775
2129,Eve,78,Female,70538.99394040796,UK,33,Gold,98729.77624166512,8.717695827796629
2130,Bob,20,Male,59744.50790790036,India,86,Gold,22636.35525324351,7.463982932943652
2131,Charlie,49,Female,60089.03350395783,Australia,51,Bronze,614.2107386733198,3.545560552959683
2132,Charlie,32,Non-Binary,37873.312784674956,USA,90,Bronze,10297.76957821338,8.02190619428941
2133,Alice,50,Male,26326.04347104496,Germany,86,Bronze,81646.41082442782,3.254425436136387
2134,Eve,40,Male,76343.59702855741,Australia,20,Gold,22970.35314176351,4.226503354235412
2135,David,68,Non-Binary,92833.00198573695,Japan,31,Gold,22149.99280886146,8.179931981872132
2136,Eve,62,Female,81188.82390917293,USA,27,Bronze,21133.9605013903,7.649117793521012
2137,Alice,39,Female,117639.11497500891,Germany,94,Gold,8110.52457073241,1.1488882268570517
2138,Alice,72,Female,133388.94149898016,Japan,89,Bronze,66246.5098720198,1.2697303293137827
2139,Eve,19,Non-Binary,98119.97938172935,India,58,Gold,88225.77744642775,9.712884605606572
2140,David,42,Non-Binary,110359.60968010177,Japan,12,Gold,12377.875050670633,7.283100317840798
2141,Charlie,78,Female,31038.650485629143,India,63,Silver,63059.43442973293,2.1936743926853888
2142,Eve,22,Non-Binary,131214.96431959883,Germany,87,Silver,62062.587517495595,7.060916185464058
2143,David,54,Non-Binary,93182.52128585597,Japan,48,Gold,23703.213691421734,6.71015183097217
2144,Alice,19,Male,56876.6971920784,UK,74,Bronze,35407.12878394853,5.033161446569662
2145,Charlie,26,Female,75555.17472237212,Germany,50,Bronze,74218.94300063579,9.830665143040232
2146,Eve,54,Male,51148.97116671982,USA,79,Bronze,30139.17959368484,3.5434758486997255
2147,Bob,40,Male,112231.92397174082,Germany,46,Silver,86602.37650997109,5.928384218186335
2148,Charlie,26,Female,25459.81451640438,India,79,Gold,65073.48715600648,1.2772981252977067
2149,Bob,68,Male,41379.735961194994,UK,48,Gold,54449.594725819996,1.3910938400382826
2150,Charlie,70,Non-Binary,102725.53115789022,UK,81,Bronze,77735.35226243328,1.1822821521885913
2151,Eve,56,Male,107579.75312969057,Australia,50,Bronze,,4.048583919262366
2152,Alice,24,Non-Binary,145547.8650217231,Germany,62,Bronze,88416.36427495841,2.701983569004531
2153,Eve,74,Non-Binary,75579.07790528823,USA,5,Bronze,11359.662635703422,3.3094032815318886
2154,Bob,48,Male,97232.72014412818,Australia,47,Silver,60715.70615345333,3.1305660694188613
2155,Alice,44,Male,106381.27722224133,UK,95,Silver,72652.85983914668,6.557682525160104
2156,Bob,21,Female,77392.88739677712,India,13,Gold,71610.35523410383,9.111223499166508
2157,Bob,21,Non-Binary,24355.796537255723,UK,7,Gold,51456.06684617297,4.774711194360267
2158,David,26,Female,47707.85147984038,USA,54,Bronze,14302.659764869966,4.92762007092953
2159,Alice,68,Non-Binary,81884.96707637724,India,40,Bronze,84843.8413625601,6.549743371778149
2160,Alice,79,Male,54532.38758551132,UK,10,Bronze,94872.66558041569,1.8299552551916574
2161,Alice,65,Male,94921.60838243215,UK,52,Silver,1939.7683712939706,6.58383972075249
2162,Charlie,45,Non-Binary,121922.93293627726,Japan,77,Silver,5198.771563766746,4.083565084128238
2163,Eve,55,Female,37939.72999166794,Japan,35,Gold,51905.48005713962,2.939550432095807
2164,David,29,Female,42141.752359103986,USA,2,Bronze,87953.33440127937,7.63222228347141
2165,Eve,23,Male,34162.527289803285,Germany,58,Bronze,93315.9780880486,8.426116531152765
2166,Bob,69,Non-Binary,101051.76377193637,Japan,19,Silver,30728.093263717376,8.901628201257301
2167,Eve,46,Non-Binary,92924.79390227549,Australia,61,Gold,46100.23474822299,5.952414021595137
2168,Eve,26,Non-Binary,58655.382415596,Germany,78,Gold,21827.304995856128,4.404660777160457
2169,David,39,Male,37938.78577162198,USA,46,Silver,43089.40556712563,4.801316561556565
2170,David,21,Female,68310.71041479378,India,84,Silver,14983.553896970026,4.597822194769591
2171,Bob,64,Male,120258.25002562573,Australia,99,Bronze,44435.49489382399,9.9767000973571
2172,Alice,72,Female,84513.09207687552,UK,89,Gold,16400.829862310577,2.456793827119081
2173,Alice,36,Male,58983.87464016372,USA,44,Gold,60796.11992182793,7.47096138090623
2174,Bob,73,Female,46261.126071252496,Japan,44,Silver,33637.91707372444,7.094832075275983
2175,Charlie,61,Male,98320.68771881923,USA,21,Gold,58122.56588243907,9.804507205895861
2176,Alice,62,Female,55603.22846372858,Australia,39,Silver,,9.421126253827742
2177,Alice,47,Female,23222.43620839139,Australia,2,Bronze,10188.519913719638,9.761158629394611
2178,Alice,47,Female,131267.25026018565,UK,42,Gold,46754.79953806348,1.6304639474083877
2179,David,44,Non-Binary,116571.33588232636,India,49,Silver,63251.625536979394,2.6671605693891864
2180,Bob,71,Female,106218.01750828105,Germany,22,Bronze,14695.09497292571,1.0660712259921739
2181,Charlie,27,Non-Binary,124712.88083609064,UK,12,Silver,99982.30608338295,6.449155378890906
2182,David,77,Female,28054.68829465933,Germany,63,Bronze,60120.004744866994,8.151191366405264
2183,Bob,24,Non-Binary,72506.87704796776,Australia,38,Silver,54844.38943449405,9.02753053666109
2184,David,28,Female,91571.9182615842,Germany,65,Silver,172177.14781150533,1.542579385301826
2185,Charlie,49,Female,45559.75389393653,Australia,73,Silver,41077.535656630935,7.594704855650135
2186,Alice,69,Female,45263.42313425374,Australia,41,Gold,64293.4923387174,8.105307396631325
2187,David,23,Female,75518.2574390847,Japan,88,Gold,97715.40120670208,6.183561014932053
2188,Charlie,69,Male,114608.73088353853,Japan,90,Gold,40312.393545927844,1.8638428509986498
2189,Charlie,69,Female,99356.09555396045,UK,28,Bronze,128471.73647137619,4.523314513981342
2190,David,19,Non-Binary,107640.92353172656,Germany,99,Bronze,15707.755509338669,3.5374306740497254
2191,Bob,71,Female,52587.936499522424,Australia,34,Bronze,77812.5620645999,1.3605375159847033
2192,David,27,Male,72642.65056512276,India,6,Gold,48455.86937256801,5.9922750128118265
2193,Charlie,45,Non-Binary,93384.70648817167,USA,18,Silver,32542.25036778322,4.456533406760665
2194,Eve,72,Non-Binary,131161.5827877074,UK,64,Bronze,17259.274988493253,1.3948030713850248
2195,David,31,Female,,UK,50,Gold,47649.236829108326,1.2112549581776395
2196,Charlie,44,Male,29818.103664880808,Germany,66,Silver,36249.1215913043,5.5977543797736935
2197,Charlie,77,Female,52607.1906860984,India,1,Gold,49754.80737478447,7.770189596831117
2198,Eve,63,Non-Binary,136624.43916993157,Germany,30,Bronze,45111.78672732662,3.2552507432843854
2199,Bob,47,Female,122993.954682066,Japan,35,Bronze,24240.428954614035,6.6642284936750755
2200,David,64,Non-Binary,63818.50678093815,India,69,Gold,5947.844446453226,9.591472488657521
2201,David,60,Female,86954.37851820668,Germany,79,Bronze,90527.43777345146,6.227703720253031
2202,Charlie,57,Non-Binary,29890.23533759331,UK,59,Bronze,55927.130064952704,4.611545125685073
2203,David,44,Non-Binary,65172.65535391337,USA,74,Bronze,85749.74728384471,6.313869857084077
2204,Alice,75,Non-Binary,37150.69550689965,UK,39,Gold,14741.106775340068,6.253613979382089
2205,Charlie,62,Female,57302.70363231976,Germany,87,Bronze,88042.36115714378,6.958247873911538
2206,Alice,65,Non-Binary,85289.76155508483,USA,17,Gold,38961.38163086616,9.84957225438395
2207,Alice,68,Non-Binary,131924.3091231587,India,89,Silver,32462.21008926523,7.821545978808768
2208,Alice,34,Female,,Japan,96,Bronze,14595.340033641985,8.363646459593603
2209,Eve,26,Male,60332.25371461722,Australia,16,Gold,33877.235302869114,5.041075075376137
2210,David,46,Non-Binary,52710.73585460059,Australia,39,Gold,41414.34875171034,6.851712143628909
2211,Bob,54,Male,21364.828028269807,Japan,60,Bronze,,1.275385176907741
2212,Eve,73,Male,122214.35897838911,USA,46,Silver,89787.44429724783,5.366930545831208
2213,Bob,42,Male,139447.3755282677,USA,17,Silver,23558.99636473151,5.918647638306316
2214,Bob,23,Non-Binary,123039.17116700647,USA,92,Silver,39848.91970240703,6.2544919868486275
2215,David,59,Female,81463.95889222788,Australia,67,Gold,31052.328192790388,3.602997706045154
2216,Alice,40,Female,55173.737839944195,Australia,69,Bronze,68300.09725600985,6.313912695004933
2217,Eve,63,Non-Binary,78244.26680270678,India,32,Gold,84757.38488891789,2.717069330131676
2218,Charlie,59,Male,53811.46579183281,Australia,31,Bronze,47703.62981244798,5.49398928108528
2219,Alice,66,Female,137140.2889885684,Germany,41,Gold,22517.091135127463,7.334640173400236
2220,David,19,Male,127675.35266099879,Australia,56,Gold,76819.88541057707,6.292026031825461
2221,David,34,Non-Binary,48354.3957490859,Japan,79,Silver,91990.0684045518,4.327089524130445
2222,Eve,31,Male,109207.74627191789,USA,34,Gold,75920.27211305973,3.913764614066083
2223,Bob,69,Non-Binary,63295.513213330196,Japan,41,Bronze,88100.1665567033,8.838964476229137
2224,Bob,22,Female,143798.45658166212,USA,75,Bronze,55390.194824585255,6.717811923403099
2225,Bob,68,Female,134513.5690234927,Japan,56,Silver,107485.92361665591,8.824143410778005
2226,David,18,Male,124713.34711023098,UK,38,Gold,60565.07338139066,7.854436758790108
2227,Charlie,27,Male,37431.35227408995,Japan,5,Silver,68016.81514049237,1.4007669279452002
2228,David,71,Female,67199.05921061663,Australia,29,Gold,25600.50523841626,4.481311812952589
2229,David,71,Non-Binary,111172.29331274226,Germany,40,Gold,73908.86033126773,1.5052529439290572
2230,Charlie,56,Non-Binary,124013.45659194778,UK,89,Silver,32687.30374931876,2.441955882825089
2231,Charlie,31,Female,126774.46719517632,India,33,Gold,99478.40207442423,1.4222448551400984
2232,Alice,28,Male,124075.86497426026,Germany,22,Silver,62246.524068256185,8.395079107991673
2233,Eve,76,Male,25161.66269081542,India,47,Gold,43340.87197104497,5.616378478083701
2234,Eve,22,Non-Binary,104168.44517128753,Australia,11,Silver,34540.5234484481,2.4903223281916937
2235,David,33,Female,62655.44786162842,Australia,34,Silver,70974.07419707236,6.392695287676796
2236,Charlie,65,Non-Binary,33562.82315713392,USA,44,Bronze,90364.71979066325,9.77632253840626
2237,Eve,69,Non-Binary,56840.76947860468,Australia,97,Gold,59273.04245945974,3.3683381846961975
2238,David,63,Non-Binary,26631.652777592557,Japan,52,Gold,,9.447614223127427
2239,Alice,68,Male,144287.63542744337,UK,78,Silver,,3.6834725093064358
2240,Eve,29,Female,49212.83743228212,Japan,74,Bronze,2332.0564526602047,7.54237517570927
2241,Charlie,24,Female,89102.84874467185,Japan,96,Bronze,46942.42434743097,7.594284947820491
2242,Charlie,35,Female,94831.7530412704,India,9,Gold,65975.94701484853,4.957589276972666
2243,Bob,57,Non-Binary,53403.36849212404,USA,82,Bronze,54164.494028076166,8.827937802333585
2244,Alice,67,Female,132679.1845448536,UK,43,Gold,86233.90034058597,7.224328523285222
2245,Alice,25,Female,89619.97545165986,India,70,Bronze,91086.43685757417,9.221641716317881
2246,Eve,49,Female,92472.54630602646,UK,93,Silver,57018.45989326428,3.765138678215051
2247,Eve,37,Female,60881.15080181892,Australia,4,Bronze,9122.508425908176,3.5802920629786525
2248,Charlie,30,Male,30463.263701029508,USA,23,Gold,36070.34324005278,9.96255400611687
2249,Eve,70,Male,,India,88,Bronze,50219.65806282536,3.608936857652504
2250,Eve,71,Male,57416.913133950125,India,6,Gold,48699.44254251773,3.4777797471196656
2251,Eve,26,Male,101637.73550895974,Japan,32,Silver,83198.95548398547,3.0334367494265946
2252,Alice,45,Male,125090.22967579185,Japan,46,Bronze,50156.55813035782,6.821572447677729
2253,Alice,77,Non-Binary,130599.57672107409,USA,40,Gold,86835.7676293227,8.455873640833914
2254,Eve,20,Female,48179.87439669571,USA,11,Bronze,22686.16264824998,6.624801858643282
2255,Alice,23,Male,46502.88524595018,USA,12,Bronze,99259.42346627677,9.295946955485311
2256,Alice,61,Female,26360.567923570292,India,81,Bronze,93701.91130775325,2.096012360850411
2257,David,59,Female,120253.30720163435,Germany,44,Bronze,59634.06174364015,7.767016100418683
2258,Alice,53,Non-Binary,60908.90523821674,USA,92,Gold,37400.60669647258,4.379677260781105
2259,Charlie,56,Female,23865.944600520637,India,53,Bronze,21132.909413790618,6.436951660814463
2260,Bob,68,Male,81820.70684297915,Japan,43,Bronze,65457.75414540638,7.665675271082543
2261,Charlie,41,Non-Binary,30157.543745168994,Japan,5,Silver,91910.11300530592,1.0303289489812757
2262,Charlie,38,Female,125222.8459837851,USA,12,Bronze,98708.23741132309,1.137134563647344
2263,Bob,67,Female,92234.54639530183,India,74,Silver,61682.08476748767,2.9305443951613155
2264,Charlie,25,Female,,USA,71,Bronze,56094.322885764486,5.794748583176384
2265,Charlie,75,Non-Binary,84241.16850347843,Australia,43,Bronze,67906.51631459614,5.571723202768348
2266,Alice,72,Male,76719.04886969738,India,37,Bronze,95265.97159302508,3.7939619232468034
2267,Eve,69,Male,146387.77154847642,India,82,Silver,,5.468305724254442
2268,Charlie,29,Female,130049.81630966111,India,85,Silver,70136.46647008187,9.60403644446565
2269,David,67,Non-Binary,84033.05578386609,Japan,53,Silver,97476.817017778,9.920177488279181
2270,Eve,29,Male,55317.62124899015,India,11,Bronze,82574.54699683202,1.9655254024043733
2271,Alice,21,Female,123122.43227412748,USA,10,Silver,61879.68949086486,3.784809766693961
2272,Eve,57,Non-Binary,82391.67471208247,Germany,91,Silver,56448.89320973022,6.737178594829465
2273,Charlie,33,Non-Binary,96633.40003764746,Japan,84,Silver,48606.04419615347,1.9971986571992466
2274,David,51,Non-Binary,115698.60726057594,Germany,24,Silver,31021.7367533101,9.020415509631272
2275,Eve,58,Female,50506.261144952834,Australia,49,Silver,50637.049873685246,2.9015979163405157
2276,David,45,Male,56385.955652526616,India,5,Bronze,76251.15139966238,1.4995717046611108
2277,Eve,36,Female,41011.00877039455,Germany,50,Gold,90585.4670470712,2.48209277322226
